Year_Month,Year,Primary.Type,Location.Description,total_crimes,days_with_crime,avg_daily_crimes
2004-04,2004,BATTERY,GROCERY FOOD STORE,4,3,1.33
2004-04,2004,BURGLARY,"SCHOOL, PUBLIC, BUILDING",4,4,1
2004-04,2004,CRIMINAL DAMAGE,ALLEY,4,4,1
2004-04,2004,CRIMINAL DAMAGE,CHA APARTMENT,4,4,1
2004-04,2004,CRIMINAL DAMAGE,VACANT LOT/LAND,4,4,1
2004-04,2004,DECEPTIVE PRACTICE,APARTMENT,4,4,1
2004-04,2004,MOTOR VEHICLE THEFT,ALLEY,4,4,1
2004-04,2004,PUBLIC PEACE VIOLATION,RESIDENCE,4,4,1
2004-04,2004,THEFT,COMMERCIAL / BUSINESS OFFICE,4,4,1
2004-04,2004,THEFT,VACANT LOT/LAND,4,3,1.33
2004-04,2004,WEAPONS VIOLATION,OTHER,4,4,1
2004-04,2004,WEAPONS VIOLATION,"SCHOOL, PUBLIC, BUILDING",4,3,1.33
2004-04,2004,BATTERY,RESTAURANT,3,3,1
2004-04,2004,BATTERY,"SCHOOL, PUBLIC, GROUNDS",3,3,1
2004-04,2004,BATTERY,VACANT LOT/LAND,3,3,1
2004-04,2004,BURGLARY,OTHER,3,3,1
2004-04,2004,BURGLARY,SMALL RETAIL STORE,3,3,1
2004-04,2004,CRIM SEXUAL ASSAULT,RESIDENCE,3,3,1
2004-04,2004,CRIMINAL DAMAGE,PARK PROPERTY,3,3,1
2004-04,2004,CRIMINAL DAMAGE,SIDEWALK,3,3,1
2004-04,2004,DECEPTIVE PRACTICE,COMMERCIAL / BUSINESS OFFICE,3,3,1
2004-04,2004,DECEPTIVE PRACTICE,SMALL RETAIL STORE,3,3,1
2004-04,2004,GAMBLING,STREET,3,3,1
2004-04,2004,LIQUOR LAW VIOLATION,SIDEWALK,3,3,1
2004-04,2004,LIQUOR LAW VIOLATION,TAVERN/LIQUOR STORE,3,2,1.5
2004-04,2004,THEFT,CHA APARTMENT,3,3,1
2004-04,2004,WEAPONS VIOLATION,SIDEWALK,3,3,1
2004-04,2004,ASSAULT,CHA PARKING LOT/GROUNDS,2,2,1
2004-04,2004,ASSAULT,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,2,2,1
2004-04,2004,ASSAULT,GOVERNMENT BUILDING/PROPERTY,2,2,1
2004-04,2004,ASSAULT,GROCERY FOOD STORE,2,2,1
2004-04,2004,ASSAULT,"SCHOOL, PUBLIC, GROUNDS",2,2,1
2004-04,2004,BATTERY,BAR OR TAVERN,2,2,1
2004-04,2004,BATTERY,FACTORY/MANUFACTURING BUILDING,2,2,1
2004-04,2004,BATTERY,HOSPITAL BUILDING/GROUNDS,2,2,1
2004-04,2004,BATTERY,VEHICLE NON-COMMERCIAL,2,2,1
2004-04,2004,BURGLARY,COMMERCIAL / BUSINESS OFFICE,2,2,1
2004-04,2004,CRIM SEXUAL ASSAULT,APARTMENT,2,2,1
2004-04,2004,CRIMINAL DAMAGE,DRIVEWAY - RESIDENTIAL,2,2,1
2004-04,2004,CRIMINAL DAMAGE,"SCHOOL, PUBLIC, GROUNDS",2,2,1
2004-04,2004,CRIMINAL DAMAGE,VEHICLE NON-COMMERCIAL,2,2,1
2004-04,2004,CRIMINAL TRESPASS,CTA PLATFORM,2,2,1
2004-04,2004,CRIMINAL TRESPASS,GAS STATION,2,2,1
2004-04,2004,CRIMINAL TRESPASS,OTHER,2,2,1
2004-04,2004,CRIMINAL TRESPASS,RESIDENCE PORCH/HALLWAY,2,2,1
2004-04,2004,CRIMINAL TRESPASS,"SCHOOL, PUBLIC, BUILDING",2,2,1
2004-04,2004,CRIMINAL TRESPASS,STREET,2,2,1
2004-04,2004,DECEPTIVE PRACTICE,CURRENCY EXCHANGE,2,2,1
2004-04,2004,DECEPTIVE PRACTICE,GAS STATION,2,2,1
2004-04,2004,DECEPTIVE PRACTICE,SIDEWALK,2,2,1
2004-04,2004,MOTOR VEHICLE THEFT,POLICE FACILITY/VEH PARKING LOT,2,2,1
2004-04,2004,NARCOTICS,CHA APARTMENT,2,2,1
2004-04,2004,NARCOTICS,PARK PROPERTY,2,1,2
2004-04,2004,NARCOTICS,VEHICLE NON-COMMERCIAL,2,2,1
2004-04,2004,OFFENSE INVOLVING CHILDREN,APARTMENT,2,2,1
2004-04,2004,OTHER OFFENSE,ALLEY,2,2,1
2004-04,2004,OTHER OFFENSE,COMMERCIAL / BUSINESS OFFICE,2,2,1
2004-04,2004,OTHER OFFENSE,"SCHOOL, PUBLIC, BUILDING",2,2,1
2004-04,2004,ROBBERY,RESIDENCE,2,2,1
2004-04,2004,ROBBERY,VACANT LOT/LAND,2,2,1
2004-04,2004,THEFT,ALLEY,2,2,1
2004-04,2004,THEFT,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,2,2,1
2004-04,2004,THEFT,CTA BUS,2,2,1
2004-04,2004,THEFT,DEPARTMENT STORE,2,2,1
2004-04,2004,THEFT,PARK PROPERTY,2,2,1
2004-04,2004,THEFT,RESIDENTIAL YARD (FRONT/BACK),2,2,1
2004-04,2004,THEFT,RESTAURANT,2,2,1
2004-04,2004,THEFT,"SCHOOL, PRIVATE, GROUNDS",2,2,1
2004-04,2004,WEAPONS VIOLATION,VEHICLE NON-COMMERCIAL,2,2,1
2004-04,2004,ARSON,RESIDENCE-GARAGE,1,1,1
2004-04,2004,ASSAULT,BARBERSHOP,1,1,1
2004-04,2004,ASSAULT,COMMERCIAL / BUSINESS OFFICE,1,1,1
2004-04,2004,ASSAULT,PARKING LOT/GARAGE(NON.RESID.),1,1,1
2004-04,2004,ASSAULT,RESTAURANT,1,1,1
2004-04,2004,ASSAULT,TAVERN/LIQUOR STORE,1,1,1
2004-04,2004,BATTERY,CLEANING STORE,1,1,1
2004-04,2004,BATTERY,COMMERCIAL / BUSINESS OFFICE,1,1,1
2004-04,2004,BATTERY,CTA BUS,1,1,1
2004-04,2004,BATTERY,CTA GARAGE / OTHER PROPERTY,1,1,1
2004-04,2004,BATTERY,CTA PLATFORM,1,1,1
2004-04,2004,BATTERY,GAS STATION,1,1,1
2004-04,2004,BATTERY,GOVERNMENT BUILDING/PROPERTY,1,1,1
2004-04,2004,BATTERY,MEDICAL/DENTAL OFFICE,1,1,1
2004-04,2004,BATTERY,OTHER COMMERCIAL TRANSPORTATION,1,1,1
2004-04,2004,BATTERY,POLICE FACILITY/VEH PARKING LOT,1,1,1
2004-04,2004,BATTERY,SPORTS ARENA/STADIUM,1,1,1
2004-04,2004,BATTERY,TAVERN/LIQUOR STORE,1,1,1
2004-04,2004,BURGLARY,ABANDONED BUILDING,1,1,1
2004-04,2004,BURGLARY,APPLIANCE STORE,1,1,1
2004-04,2004,BURGLARY,CHA APARTMENT,1,1,1
2004-04,2004,BURGLARY,CHA PARKING LOT/GROUNDS,1,1,1
2004-04,2004,BURGLARY,CONVENIENCE STORE,1,1,1
2004-04,2004,BURGLARY,CTA GARAGE / OTHER PROPERTY,1,1,1
2004-04,2004,BURGLARY,GROCERY FOOD STORE,1,1,1
2004-04,2004,BURGLARY,RESIDENCE PORCH/HALLWAY,1,1,1
2004-04,2004,BURGLARY,SIDEWALK,1,1,1
2004-04,2004,BURGLARY,WAREHOUSE,1,1,1
2004-04,2004,CRIMINAL DAMAGE,CHA HALLWAY/STAIRWELL/ELEVATOR,1,1,1
2004-04,2004,CRIMINAL DAMAGE,CLEANING STORE,1,1,1
2004-04,2004,CRIMINAL DAMAGE,COMMERCIAL / BUSINESS OFFICE,1,1,1
2004-04,2004,CRIMINAL DAMAGE,CTA BUS,1,1,1
2004-04,2004,CRIMINAL DAMAGE,CTA PLATFORM,1,1,1
2004-04,2004,CRIMINAL DAMAGE,FACTORY/MANUFACTURING BUILDING,1,1,1
2004-04,2004,CRIMINAL DAMAGE,GOVERNMENT BUILDING/PROPERTY,1,1,1
2004-04,2004,CRIMINAL DAMAGE,GROCERY FOOD STORE,1,1,1
2004-04,2004,CRIMINAL DAMAGE,RESIDENCE-GARAGE,1,1,1
2004-04,2004,CRIMINAL DAMAGE,RESIDENTIAL YARD (FRONT/BACK),1,1,1
2004-04,2004,CRIMINAL DAMAGE,RESTAURANT,1,1,1
2004-04,2004,CRIMINAL DAMAGE,"SCHOOL, PRIVATE, BUILDING",1,1,1
2004-04,2004,CRIMINAL DAMAGE,"SCHOOL, PUBLIC, BUILDING",1,1,1
2004-04,2004,CRIMINAL DAMAGE,SMALL RETAIL STORE,1,1,1
2004-04,2004,CRIMINAL TRESPASS,CONSTRUCTION SITE,1,1,1
2004-04,2004,CRIMINAL TRESPASS,GROCERY FOOD STORE,1,1,1
2004-04,2004,CRIMINAL TRESPASS,SMALL RETAIL STORE,1,1,1
2004-04,2004,CRIMINAL TRESPASS,WAREHOUSE,1,1,1
2004-04,2004,DECEPTIVE PRACTICE,BANK,1,1,1
2004-04,2004,DECEPTIVE PRACTICE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,1,1,1
2004-04,2004,DECEPTIVE PRACTICE,CTA BUS,1,1,1
2004-04,2004,DECEPTIVE PRACTICE,OTHER,1,1,1
2004-04,2004,DECEPTIVE PRACTICE,RESIDENCE,1,1,1
2004-04,2004,GAMBLING,RESIDENCE PORCH/HALLWAY,1,1,1
2004-04,2004,INTERFERENCE WITH PUBLIC OFFICER,CHA PARKING LOT/GROUNDS,1,1,1
2004-04,2004,INTERFERENCE WITH PUBLIC OFFICER,RESIDENCE PORCH/HALLWAY,1,1,1
2004-04,2004,INTERFERENCE WITH PUBLIC OFFICER,VACANT LOT/LAND,1,1,1
2004-04,2004,KIDNAPPING,APARTMENT,1,1,1
2004-04,2004,KIDNAPPING,OTHER,1,1,1
2004-04,2004,LIQUOR LAW VIOLATION,GROCERY FOOD STORE,1,1,1
2004-04,2004,LIQUOR LAW VIOLATION,STREET,1,1,1
2004-04,2004,MOTOR VEHICLE THEFT,GAS STATION,1,1,1
2004-04,2004,MOTOR VEHICLE THEFT,HOTEL/MOTEL,1,1,1
2004-04,2004,MOTOR VEHICLE THEFT,OTHER,1,1,1
2004-04,2004,MOTOR VEHICLE THEFT,RESIDENCE,1,1,1
2004-04,2004,MOTOR VEHICLE THEFT,RESIDENCE-GARAGE,1,1,1
2004-04,2004,MOTOR VEHICLE THEFT,RESIDENTIAL YARD (FRONT/BACK),1,1,1
2004-04,2004,MOTOR VEHICLE THEFT,VACANT LOT/LAND,1,1,1
2004-04,2004,NARCOTICS,ABANDONED BUILDING,1,1,1
2004-04,2004,NARCOTICS,CTA GARAGE / OTHER PROPERTY,1,1,1
2004-04,2004,NARCOTICS,CTA PLATFORM,1,1,1
2004-04,2004,NARCOTICS,GAS STATION,1,1,1
2004-04,2004,NARCOTICS,RESIDENCE-GARAGE,1,1,1
2004-04,2004,NARCOTICS,"SCHOOL, PUBLIC, BUILDING",1,1,1
2004-04,2004,OFFENSE INVOLVING CHILDREN,OTHER,1,1,1
2004-04,2004,OFFENSE INVOLVING CHILDREN,STREET,1,1,1
2004-04,2004,OTHER OFFENSE,BARBERSHOP,1,1,1
2004-04,2004,OTHER OFFENSE,CHA APARTMENT,1,1,1
2004-04,2004,OTHER OFFENSE,CHA PARKING LOT/GROUNDS,1,1,1
2004-04,2004,OTHER OFFENSE,GAS STATION,1,1,1
2004-04,2004,OTHER OFFENSE,GOVERNMENT BUILDING/PROPERTY,1,1,1
2004-04,2004,OTHER OFFENSE,POLICE FACILITY/VEH PARKING LOT,1,1,1
2004-04,2004,OTHER OFFENSE,RESIDENCE PORCH/HALLWAY,1,1,1
2004-04,2004,OTHER OFFENSE,RESIDENCE-GARAGE,1,1,1
2004-04,2004,OTHER OFFENSE,RESTAURANT,1,1,1
2004-04,2004,PROSTITUTION,GAS STATION,1,1,1
2004-04,2004,PROSTITUTION,PARKING LOT/GARAGE(NON.RESID.),1,1,1
2004-04,2004,PUBLIC PEACE VIOLATION,RESTAURANT,1,1,1
2004-04,2004,PUBLIC PEACE VIOLATION,SIDEWALK,1,1,1
2004-04,2004,PUBLIC PEACE VIOLATION,STREET,1,1,1
2004-04,2004,ROBBERY,CAR WASH,1,1,1
2004-04,2004,ROBBERY,CTA TRAIN,1,1,1
2004-04,2004,ROBBERY,HIGHWAY/EXPRESSWAY,1,1,1
2004-04,2004,ROBBERY,OTHER,1,1,1
2004-04,2004,ROBBERY,PARKING LOT/GARAGE(NON.RESID.),1,1,1
2004-04,2004,ROBBERY,"SCHOOL, PUBLIC, BUILDING",1,1,1
2004-04,2004,ROBBERY,VEHICLE NON-COMMERCIAL,1,1,1
2004-04,2004,SEX OFFENSE,RESIDENCE PORCH/HALLWAY,1,1,1
2004-04,2004,SEX OFFENSE,SIDEWALK,1,1,1
2004-04,2004,STALKING,RESIDENCE,1,1,1
2004-04,2004,THEFT,ABANDONED BUILDING,1,1,1
2004-04,2004,THEFT,BANK,1,1,1
2004-04,2004,THEFT,BARBERSHOP,1,1,1
2004-04,2004,THEFT,CAR WASH,1,1,1
2004-04,2004,THEFT,CHA HALLWAY/STAIRWELL/ELEVATOR,1,1,1
2004-04,2004,THEFT,CONSTRUCTION SITE,1,1,1
2004-04,2004,THEFT,CTA GARAGE / OTHER PROPERTY,1,1,1
2004-04,2004,THEFT,CTA PLATFORM,1,1,1
2004-04,2004,THEFT,CTA TRAIN,1,1,1
2004-04,2004,THEFT,CURRENCY EXCHANGE,1,1,1
2004-04,2004,THEFT,DELIVERY TRUCK,1,1,1
2004-04,2004,THEFT,DRIVEWAY - RESIDENTIAL,1,1,1
2004-04,2004,THEFT,GOVERNMENT BUILDING/PROPERTY,1,1,1
2004-04,2004,THEFT,POLICE FACILITY/VEH PARKING LOT,1,1,1
2004-04,2004,THEFT,RESIDENCE-GARAGE,1,1,1
2004-04,2004,THEFT,"SCHOOL, PUBLIC, GROUNDS",1,1,1
2004-04,2004,THEFT,TAVERN/LIQUOR STORE,1,1,1
2004-04,2004,THEFT,VEHICLE NON-COMMERCIAL,1,1,1
2004-04,2004,WEAPONS VIOLATION,BAR OR TAVERN,1,1,1
2004-04,2004,WEAPONS VIOLATION,CHA PARKING LOT/GROUNDS,1,1,1
2004-04,2004,WEAPONS VIOLATION,CLEANING STORE,1,1,1
2004-04,2004,WEAPONS VIOLATION,GAS STATION,1,1,1
2004-04,2004,WEAPONS VIOLATION,"SCHOOL, PUBLIC, GROUNDS",1,1,1
2004-04,2004,WEAPONS VIOLATION,VACANT LOT/LAND,1,1,1
2004-05,2004,NARCOTICS,SIDEWALK,257,31,8.29
2004-05,2004,NARCOTICS,STREET,249,31,8.03
2004-05,2004,BATTERY,STREET,143,31,4.61
2004-05,2004,BATTERY,RESIDENCE,106,31,3.42
2004-05,2004,BATTERY,SIDEWALK,97,30,3.23
2004-05,2004,THEFT,STREET,77,26,2.96
2004-05,2004,BATTERY,APARTMENT,72,27,2.67
2004-05,2004,MOTOR VEHICLE THEFT,STREET,59,26,2.27
2004-05,2004,CRIMINAL DAMAGE,STREET,58,25,2.32
2004-05,2004,BATTERY,"SCHOOL, PUBLIC, BUILDING",50,18,2.78
2004-05,2004,OTHER OFFENSE,RESIDENCE,47,24,1.96
2004-05,2004,NARCOTICS,ALLEY,42,22,1.91
2004-05,2004,THEFT,RESIDENCE,42,23,1.83
2004-05,2004,CRIMINAL DAMAGE,RESIDENCE,40,24,1.67
2004-05,2004,PROSTITUTION,STREET,39,16,2.44
2004-05,2004,ASSAULT,STREET,37,23,1.61
2004-05,2004,ROBBERY,STREET,36,22,1.64
2004-05,2004,CRIMINAL DAMAGE,APARTMENT,28,17,1.65
2004-05,2004,ASSAULT,SIDEWALK,27,21,1.29
2004-05,2004,THEFT,GROCERY FOOD STORE,26,17,1.53
2004-05,2004,OTHER OFFENSE,STREET,25,19,1.32
2004-05,2004,ASSAULT,RESIDENCE,24,17,1.41
2004-05,2004,BURGLARY,RESIDENCE,24,16,1.5
2004-05,2004,ASSAULT,"SCHOOL, PUBLIC, BUILDING",23,11,2.09
2004-05,2004,OTHER OFFENSE,APARTMENT,21,16,1.31
2004-05,2004,ASSAULT,APARTMENT,20,14,1.43
2004-05,2004,CRIMINAL TRESPASS,CHA PARKING LOT/GROUNDS,20,14,1.43
2004-05,2004,ROBBERY,SIDEWALK,20,12,1.67
2004-05,2004,NARCOTICS,OTHER,19,15,1.27
2004-05,2004,BATTERY,ALLEY,18,14,1.29
2004-05,2004,NARCOTICS,RESIDENCE,17,13,1.31
2004-05,2004,THEFT,APARTMENT,17,14,1.21
2004-05,2004,BURGLARY,APARTMENT,14,12,1.17
2004-05,2004,BATTERY,RESIDENCE PORCH/HALLWAY,12,11,1.09
2004-05,2004,THEFT,OTHER,12,9,1.33
2004-05,2004,NARCOTICS,CHA PARKING LOT/GROUNDS,11,9,1.22
2004-05,2004,BATTERY,CHA PARKING LOT/GROUNDS,10,9,1.11
2004-05,2004,CRIMINAL DAMAGE,OTHER,10,7,1.43
2004-05,2004,CRIMINAL TRESPASS,CHA HALLWAY/STAIRWELL/ELEVATOR,10,9,1.11
2004-05,2004,GAMBLING,SIDEWALK,10,8,1.25
2004-05,2004,NARCOTICS,POLICE FACILITY/VEH PARKING LOT,10,2,5
2004-05,2004,THEFT,SMALL RETAIL STORE,10,10,1
2004-05,2004,BATTERY,CHA APARTMENT,9,7,1.29
2004-05,2004,DECEPTIVE PRACTICE,RESIDENCE,9,8,1.12
2004-05,2004,NARCOTICS,RESIDENCE PORCH/HALLWAY,9,9,1
2004-05,2004,NARCOTICS,VACANT LOT/LAND,9,8,1.12
2004-05,2004,THEFT,PARKING LOT/GARAGE(NON.RESID.),9,9,1
2004-05,2004,THEFT,SIDEWALK,9,7,1.29
2004-05,2004,BATTERY,GAS STATION,8,5,1.6
2004-05,2004,BATTERY,OTHER,8,7,1.14
2004-05,2004,CRIMINAL DAMAGE,ALLEY,8,7,1.14
2004-05,2004,CRIMINAL TRESPASS,RESIDENCE,8,6,1.33
2004-05,2004,NARCOTICS,CHA HALLWAY/STAIRWELL/ELEVATOR,8,8,1
2004-05,2004,WEAPONS VIOLATION,RESIDENCE,8,6,1.33
2004-05,2004,WEAPONS VIOLATION,STREET,8,8,1
2004-05,2004,BATTERY,CHA HALLWAY/STAIRWELL/ELEVATOR,6,6,1
2004-05,2004,BURGLARY,RESTAURANT,6,6,1
2004-05,2004,CRIMINAL DAMAGE,"SCHOOL, PUBLIC, BUILDING",6,6,1
2004-05,2004,MOTOR VEHICLE THEFT,PARKING LOT/GARAGE(NON.RESID.),6,6,1
2004-05,2004,OTHER OFFENSE,OTHER,6,6,1
2004-05,2004,PROSTITUTION,SIDEWALK,6,6,1
2004-05,2004,ASSAULT,RESIDENCE PORCH/HALLWAY,5,4,1.25
2004-05,2004,ASSAULT,TAVERN/LIQUOR STORE,5,4,1.25
2004-05,2004,BATTERY,SMALL RETAIL STORE,5,5,1
2004-05,2004,BATTERY,VEHICLE NON-COMMERCIAL,5,3,1.67
2004-05,2004,CRIMINAL DAMAGE,GAS STATION,5,5,1
2004-05,2004,CRIMINAL DAMAGE,VACANT LOT/LAND,5,4,1.25
2004-05,2004,NARCOTICS,PARKING LOT/GARAGE(NON.RESID.),5,5,1
2004-05,2004,OFFENSE INVOLVING CHILDREN,RESIDENCE,5,5,1
2004-05,2004,THEFT,GAS STATION,5,4,1.25
2004-05,2004,THEFT,RESIDENCE PORCH/HALLWAY,5,3,1.67
2004-05,2004,THEFT,RESIDENTIAL YARD (FRONT/BACK),5,5,1
2004-05,2004,THEFT,"SCHOOL, PUBLIC, BUILDING",5,5,1
2004-05,2004,ASSAULT,GAS STATION,4,4,1
2004-05,2004,ASSAULT,"SCHOOL, PUBLIC, GROUNDS",4,4,1
2004-05,2004,ASSAULT,SMALL RETAIL STORE,4,4,1
2004-05,2004,BATTERY,POLICE FACILITY/VEH PARKING LOT,4,4,1
2004-05,2004,BATTERY,"SCHOOL, PUBLIC, GROUNDS",4,4,1
2004-05,2004,BURGLARY,GROCERY FOOD STORE,4,4,1
2004-05,2004,CRIMINAL DAMAGE,PARKING LOT/GARAGE(NON.RESID.),4,4,1
2004-05,2004,CRIMINAL TRESPASS,GAS STATION,4,4,1
2004-05,2004,NARCOTICS,"SCHOOL, PUBLIC, BUILDING",4,4,1
2004-05,2004,OFFENSE INVOLVING CHILDREN,APARTMENT,4,4,1
2004-05,2004,THEFT,ALLEY,4,4,1
2004-05,2004,WEAPONS VIOLATION,"SCHOOL, PUBLIC, BUILDING",4,3,1.33
2004-05,2004,WEAPONS VIOLATION,SIDEWALK,4,4,1
2004-05,2004,ASSAULT,RESTAURANT,3,3,1
2004-05,2004,BATTERY,PARK PROPERTY,3,3,1
2004-05,2004,BATTERY,VACANT LOT/LAND,3,3,1
2004-05,2004,CRIM SEXUAL ASSAULT,ALLEY,3,3,1
2004-05,2004,CRIM SEXUAL ASSAULT,RESIDENCE,3,3,1
2004-05,2004,CRIMINAL DAMAGE,CHA PARKING LOT/GROUNDS,3,3,1
2004-05,2004,CRIMINAL DAMAGE,RESIDENCE PORCH/HALLWAY,3,3,1
2004-05,2004,CRIMINAL DAMAGE,RESTAURANT,3,3,1
2004-05,2004,CRIMINAL DAMAGE,SIDEWALK,3,3,1
2004-05,2004,CRIMINAL TRESPASS,OTHER,3,3,1
2004-05,2004,CRIMINAL TRESPASS,RESIDENCE PORCH/HALLWAY,3,3,1
2004-05,2004,DECEPTIVE PRACTICE,STREET,3,3,1
2004-05,2004,INTERFERENCE WITH PUBLIC OFFICER,STREET,3,3,1
2004-05,2004,OTHER OFFENSE,ABANDONED BUILDING,3,3,1
2004-05,2004,PUBLIC PEACE VIOLATION,RESIDENCE,3,3,1
2004-05,2004,ROBBERY,GAS STATION,3,3,1
2004-05,2004,ROBBERY,RESIDENCE,3,3,1
2004-05,2004,THEFT,CHA APARTMENT,3,3,1
2004-05,2004,THEFT,RESTAURANT,3,3,1
2004-05,2004,THEFT,"SCHOOL, PUBLIC, GROUNDS",3,3,1
2004-05,2004,THEFT,VEHICLE NON-COMMERCIAL,3,3,1
2004-05,2004,ASSAULT,CHA HALLWAY/STAIRWELL/ELEVATOR,2,2,1
2004-05,2004,ASSAULT,OTHER,2,2,1
2004-05,2004,ASSAULT,PARK PROPERTY,2,2,1
2004-05,2004,BATTERY,BARBERSHOP,2,2,1
2004-05,2004,BATTERY,CTA BUS,2,2,1
2004-05,2004,BATTERY,GROCERY FOOD STORE,2,2,1
2004-05,2004,BATTERY,HOSPITAL BUILDING/GROUNDS,2,2,1
2004-05,2004,BATTERY,RESIDENCE-GARAGE,2,2,1
2004-05,2004,BURGLARY,CHA APARTMENT,2,2,1
2004-05,2004,BURGLARY,OTHER,2,2,1
2004-05,2004,BURGLARY,"SCHOOL, PUBLIC, BUILDING",2,2,1
2004-05,2004,BURGLARY,SMALL RETAIL STORE,2,2,1
2004-05,2004,CRIM SEXUAL ASSAULT,APARTMENT,2,2,1
2004-05,2004,CRIMINAL DAMAGE,FACTORY/MANUFACTURING BUILDING,2,1,2
2004-05,2004,CRIMINAL DAMAGE,RESIDENCE-GARAGE,2,2,1
2004-05,2004,CRIMINAL DAMAGE,SMALL RETAIL STORE,2,2,1
2004-05,2004,CRIMINAL DAMAGE,VEHICLE NON-COMMERCIAL,2,2,1
2004-05,2004,CRIMINAL TRESPASS,PARKING LOT/GARAGE(NON.RESID.),2,2,1
2004-05,2004,CRIMINAL TRESPASS,STREET,2,2,1
2004-05,2004,DECEPTIVE PRACTICE,APARTMENT,2,2,1
2004-05,2004,DECEPTIVE PRACTICE,BANK,2,2,1
2004-05,2004,DECEPTIVE PRACTICE,SMALL RETAIL STORE,2,2,1
2004-05,2004,GAMBLING,PARK PROPERTY,2,1,2
2004-05,2004,MOTOR VEHICLE THEFT,RESIDENCE,2,2,1
2004-05,2004,NARCOTICS,PARK PROPERTY,2,2,1
2004-05,2004,OTHER OFFENSE,RESIDENCE PORCH/HALLWAY,2,2,1
2004-05,2004,OTHER OFFENSE,SIDEWALK,2,2,1
2004-05,2004,PUBLIC PEACE VIOLATION,APARTMENT,2,2,1
2004-05,2004,PUBLIC PEACE VIOLATION,"SCHOOL, PUBLIC, BUILDING",2,2,1
2004-05,2004,ROBBERY,ALLEY,2,2,1
2004-05,2004,ROBBERY,APARTMENT,2,2,1
2004-05,2004,ROBBERY,GROCERY FOOD STORE,2,2,1
2004-05,2004,ROBBERY,OTHER,2,2,1
2004-05,2004,ROBBERY,PARK PROPERTY,2,2,1
2004-05,2004,ROBBERY,RESIDENCE PORCH/HALLWAY,2,2,1
2004-05,2004,ROBBERY,VEHICLE NON-COMMERCIAL,2,2,1
2004-05,2004,SEX OFFENSE,APARTMENT,2,2,1
2004-05,2004,SEX OFFENSE,OTHER,2,2,1
2004-05,2004,THEFT,CTA GARAGE / OTHER PROPERTY,2,2,1
2004-05,2004,THEFT,TAVERN/LIQUOR STORE,2,2,1
2004-05,2004,THEFT,VACANT LOT/LAND,2,2,1
2004-05,2004,ARSON,APARTMENT,1,1,1
2004-05,2004,ARSON,GAS STATION,1,1,1
2004-05,2004,ASSAULT,ALLEY,1,1,1
2004-05,2004,ASSAULT,CHA APARTMENT,1,1,1
2004-05,2004,ASSAULT,HOTEL/MOTEL,1,1,1
2004-05,2004,ASSAULT,VEHICLE NON-COMMERCIAL,1,1,1
2004-05,2004,ASSAULT,WAREHOUSE,1,1,1
2004-05,2004,BATTERY,BAR OR TAVERN,1,1,1
2004-05,2004,BATTERY,COLLEGE/UNIVERSITY GROUNDS,1,1,1
2004-05,2004,BATTERY,CTA PLATFORM,1,1,1
2004-05,2004,BATTERY,FACTORY/MANUFACTURING BUILDING,1,1,1
2004-05,2004,BATTERY,JAIL / LOCK-UP FACILITY,1,1,1
2004-05,2004,BATTERY,PARKING LOT/GARAGE(NON.RESID.),1,1,1
2004-05,2004,BATTERY,RESTAURANT,1,1,1
2004-05,2004,BURGLARY,ABANDONED BUILDING,1,1,1
2004-05,2004,BURGLARY,CHA PARKING LOT/GROUNDS,1,1,1
2004-05,2004,BURGLARY,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,1,1,1
2004-05,2004,BURGLARY,CTA GARAGE / OTHER PROPERTY,1,1,1
2004-05,2004,BURGLARY,FACTORY/MANUFACTURING BUILDING,1,1,1
2004-05,2004,BURGLARY,GOVERNMENT BUILDING/PROPERTY,1,1,1
2004-05,2004,BURGLARY,RESIDENCE PORCH/HALLWAY,1,1,1
2004-05,2004,BURGLARY,RESIDENCE-GARAGE,1,1,1
2004-05,2004,CRIM SEXUAL ASSAULT,OTHER,1,1,1
2004-05,2004,CRIM SEXUAL ASSAULT,PARKING LOT/GARAGE(NON.RESID.),1,1,1
2004-05,2004,CRIMINAL DAMAGE,CHA APARTMENT,1,1,1
2004-05,2004,CRIMINAL DAMAGE,CHA HALLWAY/STAIRWELL/ELEVATOR,1,1,1
2004-05,2004,CRIMINAL DAMAGE,CTA GARAGE / OTHER PROPERTY,1,1,1
2004-05,2004,CRIMINAL DAMAGE,CURRENCY EXCHANGE,1,1,1
2004-05,2004,CRIMINAL DAMAGE,DRIVEWAY - RESIDENTIAL,1,1,1
2004-05,2004,CRIMINAL DAMAGE,PARK PROPERTY,1,1,1
2004-05,2004,CRIMINAL DAMAGE,POLICE FACILITY/VEH PARKING LOT,1,1,1
2004-05,2004,CRIMINAL DAMAGE,"SCHOOL, PRIVATE, GROUNDS",1,1,1
2004-05,2004,CRIMINAL DAMAGE,"SCHOOL, PUBLIC, GROUNDS",1,1,1
2004-05,2004,CRIMINAL TRESPASS,ALLEY,1,1,1
2004-05,2004,CRIMINAL TRESPASS,APARTMENT,1,1,1
2004-05,2004,CRIMINAL TRESPASS,CTA PLATFORM,1,1,1
